ParticipantID,Proficiency,WritingType,Epoch,N400_Amp,P600_Amp
3,High,Generic,3,-3.2609,0.8272
3,High,Generic,4,-2.9363,1.2283
3,High,Generic,5,-3.0164,1.1957
3,High,Generic,6,-3.1118,0.8905
3,High,Generic,7,-3.0986,0.9346
3,High,Generic,8,-2.9637,1.0406
3,High,Generic,9,-3.2338,1.0057
3,High,Generic,10,-3.0481,0.9573
3,High,Generic,11,-3.2333,1.1187
3,High,Generic,12,-3.0733,0.9686
3,High,Generic,13,-3.1807,1.1164
3,High,Generic,14,-3.3272,0.7885
3,High,Generic,15,-3.2178,1.0273
3,High,Generic,16,-3.0634,1.3651
3,High,Generic,17,-2.9814,1.038
3,High,Generic,18,-3.1129,0.8695
3,High,Generic,19,-3.1128,1.0123
3,High,Generic,20,-3.0616,0.9046
3,High,Generic,21,-3.0321,1.3765
3,High,Generic,22,-3.1263,1.1503
3,High,Generic,23,-3.0065,0.9898
3,High,Generic,24,-3.0764,1.0725
3,High,Generic,25,-3.0953,0.9154
3,High,Generic,26,-3.1063,1.1696
3,High,Generic,27,-2.8923,1.2619
3,High,Generic,28,-2.787,0.9165
3,High,Generic,29,-2.9792,1.1067
3,High,Generic,30,-2.7815,0.9083
3,High,Generic,31,-3.236,0.9501
3,High,Generic,32,-3.4286,0.9648
3,High,Generic,33,-3.2239,1.1001
3,High,Generic,34,-3.0587,1.4452
3,High,Generic,35,-2.9674,0.9546
3,High,Generic,36,-3.2448,1.1684
3,High,Generic,37,-3.308,1.4363
3,High,Generic,38,-2.9331,0.9762
3,High,Generic,39,-3.367,1.3408
3,High,Generic,40,-3.1272,1.3176
3,High,Inclusive,1,-4.4572,2.0631
3,High,Inclusive,2,-4.2172,2.1924
3,High,Inclusive,3,-4.2855,2.3076
3,High,Inclusive,4,-4.3781,2.1545
3,High,Inclusive,5,-4.2,2.2859
3,High,Inclusive,6,-4.1113,1.9581
3,High,Inclusive,7,-4.4481,2.4385
3,High,Inclusive,8,-4.1682,2.0333
3,High,Inclusive,9,-3.9853,2.2061
3,High,Inclusive,10,-4.0411,2.1965
3,High,Inclusive,11,-3.9089,2.5341
3,High,Inclusive,12,-4.2553,2.3773
3,High,Inclusive,13,-4.1212,2.4567
3,High,Inclusive,14,-4.3627,2.3202
3,High,Inclusive,15,-4.0592,1.8313
3,High,Inclusive,16,-4.3955,1.7752
3,High,Inclusive,17,-4.2584,2.3265
3,High,Inclusive,18,-3.9926,2.1978
3,High,Inclusive,19,-3.9737,1.907
3,High,Inclusive,20,-4.4735,2.1719
3,High,Inclusive,21,-4.1604,2.1765
3,High,Inclusive,22,-4.5281,2.1652
3,High,Inclusive,23,-4.4137,2.3169
3,High,Inclusive,24,-4.163,1.995
3,High,Inclusive,25,-4.2951,1.9712
3,High,Inclusive,26,-4.2274,2.374
3,High,Inclusive,27,-4.3659,2.2838
3,High,Inclusive,28,-4.2975,2.0244
3,High,Inclusive,29,-4.2341,1.976
3,High,Inclusive,30,-4.301,1.9434
3,High,Inclusive,31,-3.9233,2.1901
3,High,Inclusive,32,-4.323,2.2258
3,High,Inclusive,33,-4.2348,2.1388
3,High,Inclusive,34,-4.1259,2.3345
3,High,Inclusive,35,-4.2976,2.0678
3,High,Inclusive,36,-4.2593,1.7226
3,High,Inclusive,37,-4.4453,2.4564
3,High,Inclusive,38,-3.9713,2.1332
3,High,Inclusive,39,-4.1315,2.2453
3,High,Inclusive,40,-3.7562,2.4069
4,High,Generic,1,-3.1292,0.8789
4,High,Generic,2,-3.351,1.1107
4,High,Generic,3,-3.2235,0.7855
4,High,Generic,4,-3.207,0.8537
4,High,Generic,5,-2.8569,1.2463
4,High,Generic,6,-3.1112,1.366
4,High,Generic,7,-3.0984,0.8977
4,High,Generic,8,-2.8815,1.1778
4,High,Generic,9,-3.2656,1.0319
4,High,Generic,10,-3.2413,0.7934
4,High,Generic,11,-2.9711,1.4519
4,High,Generic,12,-3.3198,1.1826
4,High,Generic,13,-3.2076,0.9726
4,High,Generic,14,-3.1989,0.8972
4,High,Generic,15,-3.1027,0.9038
4,High,Generic,16,-3.0694,1.06
4,High,Generic,17,-3.1458,0.8885
4,High,Generic,18,-3.1965,1.2211
4,High,Generic,19,-3.0349,0.8745
4,High,Generic,20,-3.0951,1.2203
4,High,Generic,21,-3.3604,1.1787
4,High,Generic,22,-3.2094,1.1841
4,High,Generic,23,-3.2245,0.709
4,High,Generic,24,-3.3541,1.0796
4,High,Generic,25,-3.071,0.8891
4,High,Generic,26,-3.0142,0.7377
4,High,Generic,27,-3.1199,0.8278
4,High,Generic,28,-3.2078,1.0795
4,High,Generic,29,-3.2391,0.9931
4,High,Generic,30,-2.9591,0.9546
4,High,Generic,31,-2.9846,0.8441
4,High,Generic,32,-3.0305,1.3583
4,High,Generic,33,-3.4807,0.9106
4,High,Generic,34,-3.0234,1.0294
4,High,Generic,35,-3.0543,0.9492
4,High,Generic,36,-3.097,1.0389
4,High,Generic,37,-2.9348,1.1209
4,High,Generic,38,-3.0594,0.9876
4,High,Generic,39,-3.1831,0.9835
4,High,Generic,40,-3.0508,0.9858
4,High,Inclusive,1,-4.1745,2.5981
4,High,Inclusive,2,-4.0873,2.1178
4,High,Inclusive,3,-4.0378,2.1014
4,High,Inclusive,4,-4.5237,1.9814
4,High,Inclusive,5,-4.4986,2.1127
4,High,Inclusive,6,-4.2152,2.5183
4,High,Inclusive,7,-4.169,2.1392
4,High,Inclusive,8,-4.0936,1.7408
4,High,Inclusive,9,-4.1827,2.3372
4,High,Inclusive,10,-4.4398,2.4118
4,High,Inclusive,11,-4.1672,2.0999
4,High,Inclusive,12,-4.1231,2.6371
4,High,Inclusive,13,-4.1907,2.2326
4,High,Inclusive,14,-4.2869,2.013
4,High,Inclusive,15,-4.0934,2.0118
4,High,Inclusive,16,-4.2073,2.0875
4,High,Inclusive,17,-4.1462,2.2497
4,High,Inclusive,18,-4.0624,2.081
4,High,Inclusive,19,-4.2585,1.9872
4,High,Inclusive,20,-4.2846,2.2585
4,High,Inclusive,21,-4.1045,1.9986
4,High,Inclusive,22,-4.0876,2.4541
4,High,Inclusive,23,-4.156,2.5584
4,High,Inclusive,24,-4.3341,1.9341
4,High,Inclusive,25,-4.4848,2.4822
4,High,Inclusive,26,-4.1198,2.1719
4,High,Inclusive,27,-4.176,1.9579
4,High,Inclusive,28,-3.8511,2.2088
4,High,Inclusive,29,-4.2016,2.3282
4,High,Inclusive,30,-4.1458,2.2278
4,High,Inclusive,31,-4.3366,2.2773
4,High,Inclusive,32,-3.9357,2.4521
4,High,Inclusive,33,-3.979,2.0808
4,High,Inclusive,34,-4.3664,2.1578
4,High,Inclusive,35,-4.2096,2.4018
4,High,Inclusive,36,-4.4719,2.4889
4,High,Inclusive,37,-4.2417,2.0976
4,High,Inclusive,38,-4.3698,1.852
4,High,Inclusive,39,-4.0945,2.1977
4,High,Inclusive,40,-4.4115,1.924
5,High,Generic,1,-3.1604,1.4038
5,High,Generic,2,-3.1489,0.7694
5,High,Generic,3,-3.1469,1.0155
5,High,Generic,4,-3.5145,1.0591
5,High,Generic,5,-3.1446,1.2092
5,High,Generic,6,-2.8327,1.2953
5,High,Generic,7,-3.1503,0.8487
5,High,Generic,8,-2.724,1.0818
5,High,Generic,9,-3.1079,1.0652
5,High,Generic,10,-3.0803,1.0411
5,High,Generic,11,-3.196,0.9606
5,High,Generic,12,-3.1149,0.9613
5,High,Generic,13,-3.2169,1.0913
5,High,Generic,14,-3.1482,1.3708
5,High,Generic,15,-3.5076,1.2883
5,High,Generic,16,-2.9231,0.6553
5,High,Generic,17,-3.1614,0.9957
5,High,Generic,18,-3.3211,0.9144
5,High,Generic,19,-3.2766,1.4205
5,High,Generic,20,-2.9696,1.3243
5,High,Generic,21,-3.0017,0.8442
5,High,Generic,22,-3.1887,1.1679
5,High,Generic,23,-3.2933,1.2126
5,High,Generic,24,-3.146,0.995
5,High,Generic,25,-3.0034,1.1589
5,High,Generic,26,-3.1641,1.3019
5,High,Generic,27,-3.2722,1.1932
5,High,Generic,28,-3.021,1.0081
5,High,Generic,29,-3.0611,0.8198
5,High,Generic,30,-2.9714,1.033
5,High,Generic,31,-3.1884,1.2798
5,High,Generic,32,-3.2157,0.7883
5,High,Generic,33,-3.3435,1.1912
5,High,Generic,34,-3.3021,1.421
5,High,Generic,35,-3.4223,1.4093
5,High,Generic,36,-3.0783,1.0507
5,High,Generic,37,-3.1917,1.1498
5,High,Generic,38,-3.1156,1.2907
5,High,Generic,39,-3.0929,1.1001
5,High,Generic,40,-3.1645,1.0586
5,High,Inclusive,1,-4.1718,1.841
5,High,Inclusive,2,-4.4202,2.3317
5,High,Inclusive,3,-4.1924,2.1462
5,High,Inclusive,4,-4.2152,2.2525
5,High,Inclusive,5,-4.299,2.0273
5,High,Inclusive,6,-4.1886,1.9873
5,High,Inclusive,7,-4.1568,1.8425
5,High,Inclusive,8,-4.0636,2.2775
5,High,Inclusive,9,-4.1796,2.3795
5,High,Inclusive,10,-3.9682,2.3859
5,High,Inclusive,11,-4.4941,1.9271
5,High,Inclusive,12,-4.3117,2.1882
5,High,Inclusive,13,-4.1404,2.0379
5,High,Inclusive,14,-4.19,2.0319
5,High,Inclusive,15,-4.3097,1.9017
5,High,Inclusive,16,-4.3565,1.9127
5,High,Inclusive,17,-4.3644,2.3937
5,High,Inclusive,18,-4.3604,2.7095
5,High,Inclusive,19,-4.144,2.22
5,High,Inclusive,20,-4.3468,2.3231
5,High,Inclusive,21,-4.3043,2.2074
5,High,Inclusive,22,-3.834,2.1638
5,High,Inclusive,23,-4.0456,2.0424
5,High,Inclusive,24,-4.2232,2.5372
5,High,Inclusive,25,-4.312,2.5455
5,High,Inclusive,26,-4.1118,2.0705
5,High,Inclusive,27,-4.1231,2.3775
5,High,Inclusive,28,-4.1247,1.869
5,High,Inclusive,29,-4.3271,2.1335
5,High,Inclusive,30,-4.2292,2.3071
5,High,Inclusive,31,-4.1913,1.9159
5,High,Inclusive,32,-4.161,2.3051
5,High,Inclusive,33,-4.134,2.3992
5,High,Inclusive,34,-4.0929,2.2748
5,High,Inclusive,35,-4.2285,1.8508
5,High,Inclusive,36,-4.1536,2.2245
5,High,Inclusive,37,-4.1773,1.9277
5,High,Inclusive,38,-4.3802,2.3936
5,High,Inclusive,39,-4.2239,2.3193
5,High,Inclusive,40,-4.2138,2.189
6,High,Generic,1,-2.9693,0.9668
6,High,Generic,2,-3.0956,0.9775
6,High,Generic,3,-3.1752,1.0082
6,High,Generic,4,-3.0767,0.9743
6,High,Generic,5,-2.9216,0.8911
6,High,Generic,6,-3.138,0.9821
6,High,Generic,7,-2.893,1.1093
6,High,Generic,8,-2.9552,0.7729
6,High,Generic,9,-3.0699,1.2479
6,High,Generic,10,-3.0977,1.2831
6,High,Generic,11,-3.1876,1.3519
6,High,Generic,12,-2.7652,0.9974
6,High,Generic,13,-3.1768,1.3607
6,High,Generic,14,-2.8731,0.9654
6,High,Generic,15,-3.173,1.0136
6,High,Generic,16,-3.3117,0.8863
6,High,Generic,17,-3.2606,0.9164
6,High,Generic,18,-3.1152,1.1168
6,High,Generic,19,-2.8774,0.8703
6,High,Generic,20,-2.9624,1.0272
6,High,Generic,21,-3.1174,1.205
6,High,Generic,22,-3.2784,1.1465
6,High,Generic,23,-3.085,1.1685
6,High,Generic,24,-3.0666,1.5611
6,High,Generic,25,-3.2057,0.9638
6,High,Generic,26,-3.2035,0.9589
6,High,Generic,27,-3.2056,1.3078
6,High,Generic,28,-2.8969,0.9559
6,High,Generic,29,-3.2349,1.1643
6,High,Generic,30,-3.1928,1.1966
6,High,Generic,31,-3.0796,0.7669
6,High,Generic,32,-2.8779,1.4292
6,High,Generic,33,-3.2019,0.9925
6,High,Generic,34,-3.0671,1.1369
6,High,Generic,35,-3.0112,1.472
6,High,Generic,36,-3.1365,0.9103
6,High,Generic,37,-3.3169,0.9238
6,High,Generic,38,-3.115,1.4289
6,High,Generic,39,-3.1876,1.1148
6,High,Generic,40,-3.1125,1.3077
6,High,Inclusive,1,-3.839,2.0768
6,High,Inclusive,2,-4.2914,2.3918
6,High,Inclusive,3,-4.1157,2.5523
6,High,Inclusive,4,-4.1304,2.1111
6,High,Inclusive,5,-4.1294,2.4047
6,High,Inclusive,6,-4.0949,2.2845
6,High,Inclusive,7,-4.058,2.4169
6,High,Inclusive,8,-4.0107,2.3127
6,High,Inclusive,9,-4.2431,2.2123
6,High,Inclusive,10,-4.037,2.0196
6,High,Inclusive,11,-4.1627,2.1043
6,High,Inclusive,12,-4.2137,2.4387
6,High,Inclusive,13,-4.1893,2.1923
6,High,Inclusive,14,-4.422,2.3323
6,High,Inclusive,15,-4.1212,2.6157
6,High,Inclusive,16,-4.2642,2.2268
6,High,Inclusive,17,-4.1806,2.4985
6,High,Inclusive,18,-4.2323,2.2388
6,High,Inclusive,19,-4.1268,2.2203
6,High,Inclusive,20,-4.285,2.2218
6,High,Inclusive,21,-4.057,1.9777
6,High,Inclusive,22,-4.1981,2.043
6,High,Inclusive,23,-4.0387,1.8784
6,High,Inclusive,24,-4.3018,2.2584
6,High,Inclusive,25,-3.9832,2.1698
6,High,Inclusive,26,-4.3013,2.5592
6,High,Inclusive,27,-4.4352,1.7432
6,High,Inclusive,28,-4.152,2.0826
6,High,Inclusive,29,-4.3712,2.3247
6,High,Inclusive,30,-4.1814,2.0702
6,High,Inclusive,31,-4.41,2.3575
6,High,Inclusive,32,-4.1205,2.1632
6,High,Inclusive,33,-3.941,1.969
6,High,Inclusive,34,-4.4468,2.0446
6,High,Inclusive,35,-4.2248,2.2317
6,High,Inclusive,36,-4.2542,2.2534
6,High,Inclusive,37,-4.4057,2.4718
6,High,Inclusive,38,-4.2303,2.4065
6,High,Inclusive,39,-4.1666,2.2744
6,High,Inclusive,40,-4.1325,2.2725
7,High,Generic,1,-3.0136,1.3358
7,High,Generic,2,-3.0805,1.2118
7,High,Generic,3,-3.1235,1.358
7,High,Generic,4,-3.2115,1.4302
7,High,Generic,5,-3.116,0.7838
7,High,Generic,6,-3.0908,0.9338
7,High,Generic,7,-2.9839,0.9395
7,High,Generic,8,-3.1769,0.6921
7,High,Generic,9,-3.1778,0.5852
7,High,Generic,10,-3.3476,1.2221
7,High,Generic,11,-2.9921,1.1551
7,High,Generic,12,-3.255,1.0605
7,High,Generic,13,-3.1105,0.8383
7,High,Generic,14,-2.8845,1.2455
7,High,Generic,15,-3.1431,1.0754
7,High,Generic,16,-3.0787,0.6617
7,High,Generic,17,-3.1471,0.9336
7,High,Generic,18,-3.2602,1.0138
7,High,Generic,19,-2.8403,1.1982
7,High,Generic,20,-3.1957,1.1845
7,High,Generic,21,-2.9001,1.2549
7,High,Generic,22,-3.1011,0.9406
7,High,Generic,23,-3.0053,1.1487
7,High,Generic,24,-2.9757,1.197
7,High,Generic,25,-2.9526,0.963
7,High,Generic,26,-2.9124,1.1095
7,High,Generic,27,-2.7987,0.9322
7,High,Generic,28,-2.8496,1.1096
7,High,Generic,29,-3.2077,0.9732
7,High,Generic,30,-3.1581,1.1548
7,High,Generic,31,-3.0316,0.9553
7,High,Generic,32,-3.1137,1.4985
7,High,Generic,33,-2.8509,1.1573
7,High,Generic,34,-3.1043,1.094
7,High,Generic,35,-3.018,0.8654
7,High,Generic,36,-3.1486,0.7363
7,High,Generic,37,-3.0501,1.1994
7,High,Generic,38,-3.1825,1.3848
7,High,Generic,39,-3.2939,0.7771
7,High,Generic,40,-3.0763,1.2794
7,High,Inclusive,1,-3.9654,2.0912
7,High,Inclusive,2,-4.0562,2.1753
7,High,Inclusive,3,-4.2439,2.3597
7,High,Inclusive,4,-4.1202,1.8677
7,High,Inclusive,5,-3.9965,2.459
7,High,Inclusive,6,-4.3118,2.2622
7,High,Inclusive,7,-4.1439,2.2351
7,High,Inclusive,8,-4.3005,2.0487
7,High,Inclusive,9,-4.2218,2.4175
7,High,Inclusive,10,-4.1365,2.1089
7,High,Inclusive,11,-4.1022,1.6133
7,High,Inclusive,12,-4.0457,1.8351
7,High,Inclusive,13,-4.2724,1.9591
7,High,Inclusive,14,-4.4122,2.4152
7,High,Inclusive,15,-4.2882,2.2523
7,High,Inclusive,16,-4.225,2.2784
7,High,Inclusive,17,-4.2065,1.9264
7,High,Inclusive,18,-4.0686,2.0842
7,High,Inclusive,19,-4.4515,2.0974
7,High,Inclusive,20,-3.9929,2.353
7,High,Inclusive,21,-4.2703,2.1131
7,High,Inclusive,22,-4.2662,2.5983
7,High,Inclusive,23,-4.1607,2.269
7,High,Inclusive,24,-4.0635,2.2308
7,High,Inclusive,25,-4.2569,2.1437
7,High,Inclusive,26,-4.2287,2.1756
7,High,Inclusive,27,-4.1089,2.1934
7,High,Inclusive,28,-4.1081,2.1669
7,High,Inclusive,29,-4.2062,1.7834
7,High,Inclusive,30,-4.0806,2.2523
7,High,Inclusive,31,-4.0683,1.6037
7,High,Inclusive,32,-3.9047,2.1551
7,High,Inclusive,33,-4.0518,1.975
7,High,Inclusive,34,-4.1261,1.9723
7,High,Inclusive,35,-4.3116,2.5658
7,High,Inclusive,36,-4.2466,2.2265
7,High,Inclusive,37,-4.0875,2.2821
7,High,Inclusive,38,-4.1954,2.256
7,High,Inclusive,39,-3.8575,2.1715
7,High,Inclusive,40,-4.1878,2.3931
8,High,Generic,1,-2.9442,1.3074
8,High,Generic,2,-3.0142,0.8414
8,High,Generic,3,-2.865,0.8407
8,High,Generic,4,-3.0646,0.9191
8,High,Generic,5,-3.1196,1.1358
8,High,Generic,6,-3.0618,1.1544
8,High,Generic,7,-2.8679,1.1607
8,High,Generic,8,-3.1466,1.2628
8,High,Generic,9,-2.9316,0.8245
8,High,Generic,10,-3.0204,1.2102
8,High,Generic,11,-3.1546,1.3451
8,High,Generic,12,-3.1325,1.0951
8,High,Generic,13,-3.136,1.0731
8,High,Generic,14,-3.2744,0.782
8,High,Generic,15,-2.8708,0.9006
8,High,Generic,16,-3.2587,0.6393
8,High,Generic,17,-3.2058,0.8054
8,High,Generic,18,-2.8637,1.272
8,High,Generic,19,-3.2132,1.5205
8,High,Generic,20,-2.9627,1.005
8,High,Generic,21,-3.4849,1.5282
8,High,Generic,22,-3.3184,0.7409
8,High,Generic,23,-2.9566,1.558
8,High,Generic,24,-2.9024,1.1828
8,High,Generic,25,-3.0208,1.2407
8,High,Generic,26,-2.9962,1.1262
8,High,Generic,27,-3.0944,1.0575
8,High,Generic,28,-3.2231,1.0139
8,High,Generic,29,-3.3639,1.0503
8,High,Generic,30,-3.2583,0.8493
8,High,Generic,31,-3.083,1.3484
8,High,Generic,32,-2.9723,0.7559
8,High,Generic,33,-3.2584,1.2582
8,High,Generic,34,-3.2574,1.0251
8,High,Generic,35,-3.0275,0.8763
8,High,Generic,36,-3.0942,0.8032
8,High,Generic,37,-3.2002,1.134
8,High,Generic,38,-3.3489,1.1581
8,High,Generic,39,-3.1129,1.1805
8,High,Generic,40,-3.0764,1.3428
8,High,Inclusive,1,-4.1992,2.0971
8,High,Inclusive,2,-4.1997,2.2917
8,High,Inclusive,3,-4.2107,2.1911
8,High,Inclusive,4,-4.3233,2.0504
8,High,Inclusive,5,-4.4284,2.5329
8,High,Inclusive,6,-4.4046,2.0444
8,High,Inclusive,7,-4.3258,2.362
8,High,Inclusive,8,-4.2622,2.4325
8,High,Inclusive,9,-4.319,2.2388
8,High,Inclusive,10,-4.3433,2.612
8,High,Inclusive,11,-4.3961,2.245
8,High,Inclusive,12,-4.1229,2.2658
8,High,Inclusive,13,-4.2458,2.157
8,High,Inclusive,14,-4.2114,2.1536
8,High,Inclusive,15,-4.0734,2.6251
8,High,Inclusive,16,-4.3016,1.909
8,High,Inclusive,17,-4.2312,2.6989
8,High,Inclusive,18,-4.3386,2.5108
8,High,Inclusive,19,-3.9663,2.0723
8,High,Inclusive,20,-4.1327,2.5087
8,High,Inclusive,21,-4.2749,2.1423
8,High,Inclusive,22,-4.3053,1.98
8,High,Inclusive,23,-4.3154,1.9382
8,High,Inclusive,24,-4.2129,2.029
8,High,Inclusive,25,-4.1829,1.8718
8,High,Inclusive,26,-4.1684,2.3497
8,High,Inclusive,27,-4.5171,2.2578
8,High,Inclusive,28,-4.0338,1.9411
8,High,Inclusive,29,-3.9671,2.2668
8,High,Inclusive,30,-4.3238,2.1718
8,High,Inclusive,31,-4.1343,2.1982
8,High,Inclusive,32,-4.1372,1.9989
8,High,Inclusive,33,-4.1926,1.9003
8,High,Inclusive,34,-4.2347,2.0022
8,High,Inclusive,35,-4.3283,2.4302
8,High,Inclusive,36,-4.0543,2.3048
8,High,Inclusive,37,-4.3818,2.1197
8,High,Inclusive,38,-4.036,2.2113
